,sd_values,mean_values,CV_values,Gene_Name,LeftEnd,Protein,Function,Description
b2580,0.587987666,9.264631995,0.06346584200000001,ung,2716754,uracil-DNA-glycosylase,"Enzyme; DNA - replication, repair, restriction/modification",Uracil-DNA glycosylase; UDG excises uracil from DNA by base flipping mechanism; prefers ssDNA over dsDNA
b2581,0.419764618,10.05672316,0.041739701000000004,yfiF,2717491,putative methyltransferase,Null,"Predicted methyltransferase, function unknown; rlmB paralog; non-essential gene"
b2582,0.862525688,9.611897247,0.08973521699999999,trxC,2718735,thioredoxin 2,Putative enzyme; Not classified,"Thioredoxin 2, zinc-binding; Trx2"
b2583,0.561978591,8.288370607000001,0.067803265,yfiP,2719223,DTW domain protein,Null,"DTW domain protein, function unknown"
b2584,0.862777482,9.199380009,0.09378648099999999,pka,2719953,protein lysine acetyltransferase,Enzyme; Proteins - translation and modification,Protein lysine acetyltransferase
b2585,0.5669208379999999,10.18139906,0.055682017,pssA,2722727,phosphatidylserine synthase; CDP-diacylglycerol-serine O-phosphatidyltransferase,"Enzyme; Macromolecule synthesis, modification: Phospholipids",Phosphatidylserine synthase
b2586,0.622603555,8.655913324,0.071928118,yfiM,2724128,putative lipoprotein,Null,"Required for salt suppression of motility and lambda growth; probable lipoprotein, Cys conserved"
b2587,0.907149702,10.99078451,0.082537302,kgtP,2724448,alpha-ketoglutarate transporter,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols",Alpha-ketoglutarate permease
b2588,,,,rrfG,2726069,Null,Null,5S rRNA of rrnG operon
b2589,0.6883212670000001,14.77252596,0.04659469,rrlG,2726281,Null,Null,23S rRNA of rrnG operon
b2590,,,,gltW,2729369,Null,Null,Glutamate tRNA(UUC) 2
b2591,0.9371622070000001,14.42824947,0.064953285,rrsG,2729616,Null,Null,16S rRNA of rrnG operon
b2592,1.16462314,10.75234041,0.108313455,clpB,2731600,protein disaggregation chaperone,"Putative enzyme; Degradation of proteins, peptides, glyco",Bichaperone with DnaK for protein disaggregation; disaggregase; protein-dependent ATPase; role in de novo protein folding under mild stress conditions
b2593,0.466021681,9.315440492999999,0.0500268,yfiH,2734303,UPF0124 family protein,Null,"Function unknown, UPF0124 family"
b2594,0.725119759,9.905565219,0.073203269,rluD,2735031,"23S rRNA pseudouridine(1911,1915,1917) synthase",Enzyme; rRNA modification,"23S rRNA pseudouridine(1911,1915,1917) synthase; mutation suppresses ftsH(Ts) mutants; null mutants grow very poorly in K-12 only"
b2595,0.792040649,10.49077107,0.075498802,bamD,2736146,BamABCDE complex OM biogenesis lipoprotein,Null,TPR-repeat lipoprotein required for OM biogenesis; in BamABCDE complex
b2597,1.223202811,12.44954823,0.098252787,raiA,2737154,cold shock protein associated with 30S ribosomal subunit,Putative regulator; Not classified,"Protein Y, associated with 30S ribosomal subunit; inhibits 70S dimer formation; stabilizes the ribosomal 70S complex against dissociation at low magnesium ion concentrations; counteracts miscoding under stress conditions "
b2598,1.682535869,7.234613373999999,0.232567489,pheL,2737599,pheA gene leader peptide,Leader; Amino acid biosynthesis: Phenylalanine,pheA gene regulatory leader peptide
b2599,1.057235636,9.181902037,0.11514342400000001,pheA,2737745,"chorismate mutase and prephenate dehydratase, P-protein",Enzyme; Amino acid biosynthesis: Phenylalanine,"Chorismate mutase and prephenate dehydratase, P-protein; phenylalanine synthesis; FPA resistance"
b2600,0.746849663,9.159989174,0.081533902,tyrA,2738948,fused chorismate mutase T/prephenate dehydrogenase,Enzyme; Amino acid biosynthesis: Tyrosine,Tyrosine synthesis: chorismate mutase/prephenate dehydrogenase
b2601,1.023708797,9.890562342,0.103503599,aroF,2740080,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible",Enzyme; Amino acid biosynthesis: Tyrosine,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase; tyrosine repressible; TyrR regulon
b2602,0.66294783,7.857021242,0.084376484,yfiL,2741360,lipoprotein,Null,"DUF2799 family verified lipoprotein, function unknown"
b2603,1.097795241,9.105340776,0.12056608,yfiR,2741875,putative periplasmic inhibitor of YfiN activity,Null,Probable periplasmic inhibitor of YfiN actvity; required for swarming motility
b2604,0.7349134909999999,8.882460525,0.08273760299999999,yfiN,2742383,putative membrane-anchored diguanylate cyclase,Null,Predicted membrane-anchored diguanylate cyclase
b2605,0.55452406,9.325315932,0.059464373,yfiB,2743625,OM lipoprotein putative positive effector of YfiN activity,Putative membrane; Not classified,"Probable positive effector of YfiN activity, OM lipoprotein"
b2606,0.8978040620000001,11.49586667,0.078097988,rplS,2744183,50S ribosomal subunit protein L19,"Structural component; Ribosomal proteins - synthesis, modification",50S ribosomal subunit protein L19
b2607,0.946773625,12.58958823,0.075202906,trmD,2744572,"tRNA m(1)G37 methyltransferase, SAM-dependent",Enzyme; tRNA modification,"tRNA m(1)G37 methyltransferase, SAM-dependent"
b2608,1.4404570280000002,12.11143275,0.11893366,rimM,2745370,ribosome maturation factor,Enzyme; rRNA processing,Ribosome maturation factor; 30S subunit maturation factor; S19 binding protein
b2609,1.255155934,11.84904023,0.105928911,rpsP,2745937,30S ribosomal subunit protein S16,"Structural component; Ribosomal proteins - synthesis, modification",30S ribosomal subunit protein S16; endonuclease
b2610,0.8157728740000001,10.41489555,0.078327514,ffh,2746434,Signal Recognition Particle (SRP) component with 4.5S RNA (ffs),"Transport; Protein, peptide secretion","Signal Recognition Particle (SRP) protein, with 4.5S RNA; GTPase involved in co-translational protein translocation into and through membranes"
b2611,0.446227032,9.37607974,0.047592069,ypjD,2747962,cytochrome c assembly protein family inner membrane protein,Null,"Cytochrome c assembly protein family inner membrane protein, function unknown; eight predicted transmembrane helices"
b2614,0.72687021,11.07781627,0.065614936,grpE,2750115,heat shock protein,"IS, phage, Tn; Phage-related functions and prophages",Nucleotide exchange factor for the DnaKJ chaperone; heat shock protein; mutant survives lambda induction; stimulates DnaK and HscC ATPase
b2615,0.597462716,9.172569429,0.065135807,nadK,2750831,NAD kinase,Null,ATP-NAD kinase
b2616,1.099967806,8.902194516,0.12356142099999999,recN,2751795,recombination and repair protein,"Putative enzyme; DNA - replication, repair, restriction/modification",Recombination and repair
b2617,0.928749245,9.437005639,0.098415671,bamE,2753605,lipoprotein component of BamABCDE OM biogenesis complex,Null,Lipoprotein stabilizer of BamABCDE OM biogenesis complex
b2618,0.649595983,9.525103872,0.06819831,ratB,2754008,UPF0125 family protein,Null,"Second gene in ratAB toxin operon, function unknown"
b2619,0.805535212,10.35058161,0.077825116,ratA,2754288,toxic UPF0083 family protein inhibitor of 70S ribosome formation,Null,"Toxic protein, inhibits 70S ribosome formation"
b2620,0.9920281009999999,10.59934642,0.093593328,smpB,2754896,tmRNA-binding trans-translation protein,Null,tmRNA RNA-binding protein; required for peptide-tagging trans-translation and association of tmRNA(SsrA) with ribosomes
b2621,0.769732786,14.06794491,0.054715368,ssrA,2755593,Null,Null,"tmRNA, 10Sa RNA; acts as tRNA-Ala and mRNA template for tagging proteins resulting from premature transcription termination for degradation, a process known as trans-translation"
b2622,0.927532657,8.554566105,0.108425447,intA,2756159,CP4-57 prophage; integrase,Phage or Prophage Related,"Integrase gene, CP4-57 putative defective prophage"
b2623,1.3134340409999998,7.071382169,0.18573936600000002,yfjH,2757644,CP4-57 prophage; uncharacterized protein,Phage or Prophage Related,"Function unknown, CP4-57 putative defective prophage"
b2624,0.906770495,8.022352575,0.113030497,alpA,2758644,CP4-57 prophage; DNA-binding transcriptional activator,"IS, phage, Tn; Phage or Prophage Related","Alp protease, CP4-57 putative defective prophage; regulates intA (slp [suppressor of Lon])"
b2625,1.934668034,6.65708563,0.290617868,yfjI,2758985,CP4-57 prophage; uncharacterized protein,Phage or Prophage Related,"Function unknown, CP4-57 putative defective prophage"
b2626,1.1196139920000001,6.684122594,0.167503509,yfjJ,2760547,CP4-57 prophage; uncharacterized protein,Phage or Prophage Related,"Function unknown, CP4-57 putative defective prophage"
b2627,1.04830837,8.011815967999999,0.130845288,yfjK,2761351,radiation resistance protein; DEAD/H helicase-like protein; CP4-57 putative defective prophage,Phage or Prophage Related,Radiation resistance protein; DEAD/H helicase-like protein; CP4-57 putative defective prophage
b2628,0.932254465,8.912748151,0.10459786900000001,yfjL,2763537,"CP4-57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein",Phage or Prophage Related,"DUF4297/DUF1837 protein, predicted polymorphic toxin; function unknown; CP4-57 putative defective prophage"
b2629,0.941339637,7.371796058999999,0.127694748,yfjM,2765513,CP4-57 prophage; uncharacterized protein,Phage or Prophage Related,"Function unknown, CP4-57 putative defective prophage"
b2630,1.046803975,9.899788584,0.10574003300000001,rnlA,2765918,CP4-57 prophage; RNase LS,Phage or Prophage Related,"RNase LS, endoribonuclease, toxin, affects mRNA stability; antitoxin is rnlB; CP4-57 putative defective prophage; target of phage T4 Dmd"
b2631,1.14732077,9.114430594,0.12587958800000001,rnlB,2766984,CP4-57 prophage; uncharacterized protein,Phage or Prophage Related,"Antitoxin for RnlA, CP4-57 putative defective prophage"
b2632,0.742487239,8.101559297,0.091647449,yfjP,2767710,CP4-57 prophage; 50S ribosome-binding GTPase family protein,Phage or Prophage Related,"Required for swarming phenotype, function unknown; putative GTP-binding protein, in CP4-57 putative defective prophage"
b2633,1.005506307,8.584958027,0.117124196,yfjQ,2768665,CP4-57 prophage; uncharacterized protein,Phage or Prophage Related,"Function unknown, CP4-57 putative defective prophage"
b2634,0.530690707,7.795030721,0.068080643,yfjR,2769703,CP4-57 prophage; putative DNA-binding transcriptional regulator,Phage or Prophage Related,"Function unknown, CP4-57 putative defective prophage; predicted transcriptional regulator"
b2635,,,,ypjK,2770445,CP4-57 prophage; putative inner membrane protein,Phage or Prophage Related,"Function unknown, CP4-57 putative defective prophage"
b2636,0.7008555000000001,7.693288616,0.091099598,yfjS,2770681,CP4-57 prophage; uncharacterized protein,Phage or Prophage Related,"Inner membrane lipoprotein, function unknown, CP4-57; putative defective prophage"
b2637,0.900321367,7.667386982000001,0.11742218900000001,yfjT,2771148,CP4-57 prophage; putative periplasmic protein,Phage or Prophage Related,"Predicted periplasmic protein, function unknown, CP4-57; putative defective prophage"
b2638,1.0531634970000001,8.221121553,0.12810460099999998,yfjU,2772002,CP4-57 prophage; conserved protein,Phage or Prophage Related,"Pseudogene, CP4-57 putative defective prophage"
b2641,0.44179694,8.006187329,0.055181939000000006,yfjV,2772167,"pseudogene, CP4-57 prophage",Phage or Prophage Related,"Pseudogene reconstruction, arsB-like C-terminal fragment; CP4-57 putative defective prophage"
b2642,1.419524166,6.733926639,0.21080184600000001,yfjW,2773318,CP4-57 prophage; putative inner membrane protein,Phage or Prophage Related,"Predicted inner membrane protein, function unknown, CP4-57 putative prophage remnant"
b2643,0.917726275,8.051771936,0.113978175,yfjX,2775919,CP4-57 prophage; putative antirestriction protein,Phage or Prophage Related,"Function unknown, CP4-57 putative prophage remnant"
b2644,0.621322802,7.896494932,0.07868336599999999,yfjY,2776386,CP4-57 prophage; putative DNA repair protein,Phage or Prophage Related,"Function unknown, CP4-57 putative prophage remnant"
b2645,0.95246023,7.886413096,0.12077229800000001,yfjZ,2777115,CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system,Phage or Prophage Related,Antitoxin component of putative toxin-antitoxin YpjF-YfjZ; CP4-57 putative defective prophage
b2646,1.528910447,7.246275799,0.210992583,ypjF,2777453,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,Phage or Prophage Related,Toxin component of putative toxin-antitoxin pair YpjF-YfjZ; CP4-57 prophage
b2647,0.802700181,8.50729411,0.09435434699999999,ypjA,2778146,adhesin-like autotransporter,Putative transport; Not classified,OM autotransporter homolog; overexpression increases adhesion
b2648,1.83525237,6.356693973,0.28871177,pinH,2783065,"pseudogene, invertase resolvase family",Null,"Pseudogene, predicted DNA-invertase fragment"
b2650,0.87019423,5.986900379,0.145349709,ypjC,2783638,pseudogene,Null,Pseudogene reconstruction
b2652,,,,ileY,2785762,Null,Null,Isoleucine tRNA(GAU) 2 variant
b2659,1.4470953069999999,9.069326813,0.159559286,csiD,2788985,carbon starvation protein,Null,Carbon starvation induced protein; tetrameric; 2-oxoglutarate Fe(II)-dependent oxygenase-like protein
b2660,1.265111203,9.159778977,0.138115909,lhgO,2789982,L-2-hydroxyglutarate oxidase,Null,L-2-hydroxyglutarate oxidase; second gene in csiD-lhgO-gabDTP-csiR operon
b2661,1.2202702840000001,9.06607079,0.13459748,gabD,2791273,"succinate-semialdehyde dehydrogenase I, NADP-dependent","Enzyme; Central intermediary metabolism: Pool, multipurpose conversions","Succinate semialdehyde dehydrogenase, NADP-dependent; SSADH; SSDH"
b2662,1.074915748,9.068980575,0.118526635,gabT,2792735,"4-aminobutyrate aminotransferase, PLP-dependent","Enzyme; Central intermediary metabolism: Pool, multipurpose conversions",4-aminobutyrate aminotransferase
b2663,0.7288676559999999,8.08850405,0.090111552,gabP,2794253,gamma-aminobutyrate transporter,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols","GABA permease, membrane protein"
b2664,1.075461681,9.569786155,0.11238095199999999,csiR,2795674,transcriptional repressor of csiD,Regulator; Not classified,Repressor of csiD promoter
b2665,1.209060305,9.935920941000001,0.12168578199999999,ygaU,2796337,uncharacterized protein,Null,"BON-LysM protein, function unknown"
b2666,1.025301595,9.347376014,0.10968870800000001,yqaE,2796870,cyaR sRNA-regulated protein,Null,"UPF0057 protein, cyaR sRNA-regulated"
b2667,0.622615229,8.796087087,0.070783204,ygaV,2797211,tributyltin-inducible repressor of ygaVP,Null,"Tributyltin-inducible repressor of ygaVP, function unknown"
b2668,0.425786933,8.8571621,0.04807261400000001,ygaP,2797520,DUF2892 family inner membrane rhodanese,Null,DUF2892 family inner membrane rhodanese; tributyltin-inducible via YgaU
b2669,1.029502777,9.87546421,0.104248545,stpA,2798091,"DNA binding protein, nucleoid-associated","Regulator; Basic proteins - synthesis, modification","RNA chaperone and DNA-binding protein; suppresses T4 td mutant; modulates micF stability; forms heteromers with, and stabilzed against proteolysis by, the paralogous H-NS protein; transcriptionally repressed by H-NS"
b2670,1.130947462,8.388666845,0.134818498,alaE,2799164,"alanine exporter, alanine-inducible, stress-responsive",Null,"Alanine exporter, inducible; stress-responsive"
b2671,1.0905106759999998,8.326071954,0.13097540900000001,ygaC,2799650,uncharacterized protein,Null,Function unknown; Fur regulon
